2023-09-01,178
2023-09-02,95
2023-09-03,57
2023-09-04,82
2023-09-05,219
2023-09-06,235
2023-09-07,185
2023-09-08,232
2023-09-09,101
2023-09-10,67
2023-09-11,164
2023-09-12,221
2023-09-13,197
2023-09-14,230
2023-09-15,209
2023-09-16,111
2023-09-17,75
2023-09-18,188
2023-09-19,227
2023-09-20,212
2023-09-21,221
2023-09-22,213
2023-09-23,84
2023-09-24,55
2023-09-25,179
2023-09-26,213
2023-09-27,232
2023-09-28,170
2023-09-29,176
2023-09-30,90
